,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
19931008,83.85,155.43,167.69,3124.91,3941.24,5174.62
19931011,84.02,155.32,167.67,3118.29,3945.13,5192.88
19931012,84.41,155.85,168.6,3126.61,3948.87,5202.74
19931013,85.04,156.5,169.61,3126.11,3953.04,5215.38
19931014,85.47,156.92,170.6,3116.78,3945.8,5239.7
19931015,86.14,157.26,171.26,3138.51,3975.99,5304.92
19931018,86.77,157.97,172.05,3140.13,4001.48,5330.36
19931019,86.88,157.56,171.8,3125.29,3998.07,5304.17
19931020,85.57,155.89,169.75,3110.25,3980.53,5254.9
19931021,85.32,155.24,169.27,3102.96,3974.59,5255.19
19931022,85.32,155.19,169.3,3102.8,3969.92,5256.73
19931025,85.62,155.58,169.81,3110.7,3956.59,5228.92
19931026,85.33,155.54,169.74,3094,3970.62,5228.58
19931027,85.03,155.37,169.36,3085.39,3971.5,5216.4
19931028,85.66,156.02,169.96,3088.54,3982.98,5225.65
19931029,86.12,156.58,170.47,3107.63,3999.05,5260.36
19931101,86.85,157.95,172.22,3111.58,4001.65,5269.75
19931102,87.06,158.24,172.41,3118.95,4009.47,5288.78
19931103,87.31,158.7,172.94,3096.3,4003.49,5288.33
19931104,86.36,157.08,171.26,3035.86,3946.02,5236.62
19931105,85.14,154.77,168.73,3004.06,3900.08,5157.11
19931108,84.96,154.88,168.78,3021.35,3910.47,5192.57
19931109,85.36,155.73,169.47,3037.95,3914.94,5202.36
19931110,85.64,156.6,170.45,3042.07,3909.13,5218.31
19931111,86.16,157.47,171.44,3053.21,3934.55,5261.5
19931112,86.46,157.83,171.65,3042.08,3925.5,5265.74
19931115,86.62,158.18,172.05,3067.46,3942.74,5291.43
19931116,86.05,157.25,171.22,3056.18,3924.58,5273.09
19931117,85.57,156.8,170.8,3056.31,3942.6,5313.66
19931118,85,155.85,169.67,3039.92,3935.78,5267
19931119,84.38,155.17,168.23,3025.96,3925.71,5247.55
19931122,84.05,154.7,167.59,3007.73,3913.69,5238.58
19931123,82.39,152.41,164.89,2968.1,3883.72,5187.46
19931124,83,152.76,165.72,2987.55,3900.4,5216.95
19931126,83.63,153.59,166.64,3007.17,3912.37,5242.4
19931129,83.75,153.96,167.29,3017.78,3911.08,5267.47
19931130,83.5,153.95,167.44,2999.28,3906.8,5259.11
19931201,83.7,154.21,166.77,2989.67,3909.29,5248.54
19931202,84.38,155.85,168.17,3006.22,3912.74,5260.71
19931203,84.45,155.97,168.64,3018.12,3922.56,5271.32
19931206,84.87,156.64,169.18,3023.76,3937.12,5299.36
19931207,84.79,156.7,169.64,3026.47,3948.36,5319.69
19931208,84.78,156.93,169.78,3031.45,3947.75,5323.21
19931209,84.86,157.15,169.91,3032.06,3944.52,5317.02
19931210,84.53,156.81,169.69,3037.08,3929.07,5283.31
19931213,84.28,156.59,169.22,3036.91,3936.65,5272.23
19931214,83.83,156.41,169.17,3040.35,3947.75,5288.07
19931215,82.75,155.22,167.97,3020.81,3940.26,5246.5
19931216,82.67,155.17,167.95,3012.29,3933.27,5235.16
19931217,82.86,155.54,168.62,3008.24,3942.71,5255.2
19931220,83.48,156.74,169.64,3027.09,3970.59,5289.13
19931221,83.23,156.75,169.63,3029.13,3968.29,5283.33
19931222,82.67,155.88,168.63,3010.98,3959.27,5282.47
19931223,82.71,155.76,168.37,3018.29,3975.5,5300.15
19931227,82.98,156.35,168.74,3022.61,3981.26,5303.46
19931228,83.06,156.89,169.45,3036.61,4006.23,5332.18
19931229,83.43,157.65,170.08,3042.38,4016.76,5342.5
19931230,83.97,159.02,171.38,3049.89,4017.46,5336.8
19931231,83.95,159.24,172.01,3042.43,4004.09,5319.42
19940103,85.09,160.94,173.64,3033.01,3990.49,5303.77
19940104,84.92,159.54,172.13,3012.64,3976.21,5284.33
19940105,85.45,159.63,172.37,3032.42,3984.08,5291.39
19940106,86.02,160.06,172.96,3037.68,3989.12,5304.11
19940107,86.06,160.3,172.94,3032.09,3983.33,5301.7
19940110,86.42,160.76,173.56,3034.12,3997.36,5343.57
19940111,86.74,160.78,174.21,3064.07,4031.44,5404.47
19940112,86.67,160.72,173.91,3058.7,4021.76,5398.46
19940113,86.74,161.11,174.3,3059.53,4022.66,5398.84
19940114,86.97,161.4,174.6,3059.1,4011.86,5384.45
19940117,87.25,161.71,175.27,3075.96,4025.58,5415.74
19940118,87.39,161.94,175.25,3075.73,4019.54,5389.49
19940119,87.46,162.14,175.4,3072.75,4032.94,5387.94
19940120,87.53,162.44,175.35,3068.14,4037.94,5376.64
19940121,87.89,163,175.67,3085.36,4044.15,5383.96
19940124,88.24,162.98,175.97,3090.83,4048.32,5376.85
19940125,88,162.53,175.4,3076.95,4031.12,5347.31
19940126,87.59,162.03,174.76,3067.93,4025.72,5334.5
19940127,87.7,162.78,175.53,3084.45,4039.83,5361.99
19940128,88.2,163,175.87,3109.49,4078.95,5405.78
19940131,88.62,163.85,176.53,3124.66,4095.61,5426.27
19940201,89.04,164.61,177.32,3157.05,4119.48,5445.64
19940202,88.89,164.89,177.5,3152.72,4101.34,5428.81
19940203,89.38,165.6,177.63,3148.87,4123.98,5457.1
19940204,89.27,165.52,178.05,3139.04,4115.17,5444.56
19940207,86.84,162.32,174.5,3065.42,4018.54,5317.94
19940208,86.75,162.48,174.47,3071.48,4036.7,5339.36
19940209,87.35,163.75,175.4,3078.22,4030.04,5335.99
19940210,88.13,164.98,176.81,3090.8,4050.23,5351.86
19940211,87.84,164.51,176.53,3060.06,4021.62,5309.44
19940214,87.58,163.91,175.79,3054.93,4023.96,5324.52
19940215,87.56,164.11,176.18,3055.67,4026.15,5329.81
19940216,87.99,164.95,177.04,3068.39,4043.32,5359.3
19940217,88.58,165.71,177.92,3064.27,4038.9,5363.38
19940218,88.1,165.38,177.49,3044.7,4026.59,5331.77
19940222,87.74,164.89,177.34,3028.36,4003.22,5307.83
19940223,87.42,165.58,177.36,3045.57,4026.93,5351.75
19940224,87.35,165.61,177.47,3039.62,4017.44,5346.86
19940225,86.31,164.06,175.81,2997.71,3967.74,5281.6
19940228,86.56,164.69,176.14,3001.06,3982.17,5306.52
19940301,87.5,166.05,177.82,3007.38,3991.81,5319.17
19940302,86.92,165.44,177.08,2994.49,3974.12,5292.66
19940303,86.43,164.51,175.86,2988.19,3978.19,5290.8
19940304,86.57,164.79,176.15,2987.42,3973.54,5263.57
19940307,87.05,165.56,177.3,3008.94,3987.34,5281.94
19940308,87.7,166.89,178.48,3019.56,4006.34,5313.8
19940309,87.6,166.85,178.62,3003.33,4000.67,5301.25
19940310,87.7,166.84,178.85,3002.58,3999.32,5319.6
19940311,87.4,166.35,178.29,2989.34,3974.1,5279.73
19940314,87.59,166.51,178.25,3004.35,3998.28,5302.05
19940315,87.96,166.66,178.6,3009.53,4006.75,5322.36
19940316,88.19,167.2,178.88,3022.76,4000.04,5323.43
19940317,88.85,168.3,180.02,3045.23,4023.4,5348.42
19940318,89.06,168.99,180.65,3043.96,4047.29,5355.98
19940321,89.55,169.91,181.3,3049.11,4047.5,5355.07
19940322,88.77,169.06,180.2,3030.55,4024.82,5336.08
19940323,88.97,169.35,180.34,3031.36,4032.28,5331.85
19940324,88.92,170,180.77,3030.64,4035.9,5327.42
19940325,87.68,168.03,179.03,2994.75,3996.69,5283.39
19940328,87.65,167.37,178.94,2975.1,3973.65,5235.5
19940329,86.28,164.89,176.61,2961.49,3961.11,5228.44
19940330,84.47,161.63,172.94,2903.37,3894.15,5142.39
19940331,82.7,159.06,169.78,2864.63,3825.75,5075.08
19940404,82.09,157.96,168.69,2865.48,3818.79,5079.42
19940405,80.49,155.54,165.94,2826.16,3754.18,5006.23
19940406,82.92,159.73,170.36,2896.36,3838.42,5113.63
19940407,83.03,160.11,171.12,2907.06,3831.69,5116.59
19940408,83.71,161.05,171.88,2923.64,3853.92,5151.6
19940411,83.07,160.39,171.19,2889.42,3829.27,5102.23
19940412,82.8,160.56,171.05,2904.18,3846.11,5119.32
19940413,81.97,159.61,170.11,2888.18,3831.89,5092.05
19940414,80.72,158.07,167.85,2864.73,3819.88,5068.06
19940415,80.94,158.15,168.1,2870.32,3830.87,5058.24
19940418,80.97,158.28,167.75,2874.39,3842.42,5054.71
19940419,80.19,157.26,166.52,2851.23,3807.92,5014.96
19940420,79.23,155.42,165.13,2828.88,3802.26,5027.71
19940421,78.16,153.11,162.67,2807.35,3795.4,5028.44
19940422,79.11,154.62,164.53,2844.83,3835.19,5127.27
19940425,79.65,155.37,165.95,2845.14,3834.12,5111
19940426,80.36,157.13,167.35,2874.8,3882.11,5152.84
19940428,81.04,157.9,168.29,2877.76,3871.34,5154.41
19940429,81.14,158,168.75,2861.98,3841.27,5124
19940502,81.45,158.84,169.45,2873.04,3864.74,5143.6
19940503,81.85,159.76,170.18,2877.73,3872.31,5186.37
19940504,81.91,160.07,170.59,2877.11,3875.75,5181.44
19940505,81.93,160.31,170.64,2871.28,3870.52,5170.67
19940506,81.93,160.3,170.22,2881.46,3865.88,5159.63
19940509,81.29,158.71,168.83,2862.07,3840.33,5099.86
19940510,80.31,156.66,167.11,2815.07,3783.34,5046.78
19940511,80.33,156.89,167.09,2818.81,3803.77,5095.1
19940512,79.31,154.97,165.27,2795.75,3762.99,5043.52
19940513,79.52,155.29,165.56,2797.9,3781.97,5067.62
19940516,79.41,154.88,165.29,2796.16,3792.26,5070.47
19940517,78.9,154.09,164.25,2796.78,3781.56,5072.12
19940518,78.81,153.92,164.23,2822.46,3810.2,5130.8
19940519,79.58,155.79,165.65,2863.21,3850.52,5187.45
19940520,80.21,156.87,166.78,2882.06,3877.58,5212.28
19940523,80.24,156.71,166.4,2883.39,3866.35,5194.96
19940524,79.96,156.58,165.75,2873.27,3847.54,5184.64
19940525,80.07,156.89,166.09,2883.39,3859.93,5211.69
19940526,80.27,156.76,166.22,2890.25,3870.7,5229.13
19940527,80.46,157.07,166.94,2886.26,3879.06,5241.06
19940531,80.65,157.08,167.14,2886.94,3881.54,5242.76
19940601,80.53,156.32,166.81,2889,3878.8,5227.77
19940602,80.69,156.99,167.37,2911.33,3884.77,5240.79
19940603,81.19,158.22,168.7,2902.79,3886.38,5247.22
19940606,81.15,158.47,169.13,2912.93,3901.77,5282.46
19940607,81.2,158.81,169.82,2913.61,3899.72,5275.88
19940608,80.83,158.29,169.38,2902.35,3891.36,5272.18
19940609,80.32,156.96,168.71,2897.37,3879.9,5246.3
19940610,80.17,156.56,168.34,2896.37,3883.15,5248.67
19940613,80.66,157.3,169.22,2903.85,3894.47,5255.48
19940614,80.55,157.18,168.97,2911.26,3891.02,5264
19940615,80.68,157.72,169.43,2931.68,3910.99,5301.12
19940616,80.67,157.76,169.37,2927.19,3893.21,5281.1
19940617,80.81,157.38,169.96,2933.5,3907.99,5291.13
19940620,80.44,156.36,169.37,2914.78,3880.11,5248.83
19940621,79.24,154.41,166.99,2875.84,3852.64,5211.03
19940622,78.19,152.74,164.96,2841.99,3816.21,5172.59
19940623,78.75,153.6,165.72,2852.17,3828.29,5188.47
19940624,77.68,151.83,164.21,2828.13,3805.44,5136.84
19940627,76.66,150.03,161.93,2789.35,3747.95,5064.98
19940628,77.03,150.25,162.14,2811.47,3776.72,5125.53
19940629,76.61,149.97,161.6,2804,3765.14,5116.89
19940630,77,150.45,162.24,2810.49,3784.75,5131.7
19940701,74.9,140.71,129.48,2667.41,2944.69,5346.79
19940705,74.98,141.14,129.76,2684.88,2956.8,5370.95
19940706,74.83,140.92,129.42,2686.43,2960.61,5364.91
19940707,74.63,141.1,128.98,2690.93,2963.17,5359.62
19940708,74.85,141.74,129.52,2703.36,2976.39,5392.08
19940711,74.91,141.6,129.63,2712.77,2982.97,5400.81
19940712,74.81,141.4,129.63,2707.81,2979.47,5375.23
19940713,75.03,141.71,129.74,2701.52,2981.85,5381.5
19940714,75.26,142.73,130.54,2711.64,2996.78,5396.78
19940715,75.98,143.74,131.59,2747.96,3026.99,5447.25
19940718,76.19,143.78,131.25,2748.63,3031.28,5451.66
19940719,76.1,143.73,131.22,2759.79,3035.21,5464.6
19940720,76.01,143.56,131.14,2760.77,3033.5,5436.81
19940721,75.51,142.91,130.62,2754.58,3016.71,5405.52
19940722,75.63,143.13,130.97,2770.53,3023.39,5415.26
19940725,75.62,142.9,130.87,2774.42,3026.29,5418.62
19940726,75.51,142.82,130.95,2776.11,3031.74,5432.66
19940727,75.46,142.3,131.07,2771.81,3019.67,5429.51
19940728,75.16,141.77,130.41,2767.96,3015.59,5414.2
19940729,75.21,141.43,130.43,2769.41,3027.39,5430.63
19940801,76,142.75,131.76,2790.75,3058.69,5482.73
19940802,76.04,143.27,132.26,2806.42,3079,5510.42
19940803,76.16,143.61,132.49,2808.83,3077.6,5519.82
19940804,76.4,143.79,132.55,2812.17,3079.57,5517.58
19940805,76.16,143.28,132.47,2794.17,3064.38,5484.7
19940808,75.93,142.81,132.16,2781.49,3051.26,5471.88
19940809,76,142.79,132.6,2784.9,3058.91,5483.13
19940810,76.15,143.15,132.61,2789.71,3054.45,5491.95
19940811,76.66,143.83,133.31,2793.74,3065.59,5532.9
19940812,76.6,143.85,133.31,2784.28,3049.23,5526.62
19940815,77,144.41,133.71,2804.27,3063.79,5562.29
19940816,77.24,144.75,134.05,2801.79,3069.87,5555.53
19940817,77.19,145.25,134.36,2805.15,3091.95,5599.03
19940818,77.57,145.95,134.96,2806.79,3088.7,5614.24
19940819,77.6,146.13,135.19,2800.5,3077.18,5589.63
19940822,77.95,146.35,135.33,2801.08,3086.97,5591.78
19940823,77.93,146.39,135.58,2797.21,3073.75,5583.55
19940824,78.44,147.35,136.36,2813.81,3091.02,5612.23
19940825,78.83,147.92,136.9,2845.76,3113.09,5655.27
19940826,79.06,148.21,137,2846.84,3116.13,5645.17
19940829,79.52,148.9,138.02,2879.29,3149.44,5712.66
19940830,79.59,149.32,138.39,2884.43,3156.32,5719.83
19940831,79.82,149.8,139.11,2899.66,3165.51,5740.66
19940901,79.97,150.7,139.86,2896.99,3165.41,5728.14
19940902,79.72,149.97,139.39,2879.92,3148.32,5702.35
19940906,79.8,150.14,139.66,2869.34,3133.42,5680.12
19940907,79.73,149.81,139.5,2877.34,3127.74,5689.59
19940908,80.01,150.38,139.79,2882.42,3130.05,5678.74
19940909,80.36,151.17,140.31,2895.97,3145.8,5703.86
19940912,79.98,150.7,139.82,2870.98,3117.63,5638.55
19940913,79.68,150.23,139.61,2862.35,3099.95,5615.37
19940914,80.19,150.77,140.28,2860.62,3106.78,5636.64
19940915,80.62,151.18,140.76,2873.07,3114.28,5663.66
19940916,81.3,152.26,141.77,2893.65,3150.33,5737.77
19940919,81.29,152.69,141.6,2881,3145.08,5694.96
19940920,81.14,152.28,141.43,2844.14,3137.32,5692.15
19940921,80.18,150.97,140.06,2795.88,3096.67,5602.33
19940922,79.6,150.08,138.98,2783.59,3077.17,5579.31
19940923,79.56,150.17,138.78,2787.93,3074.48,5571.77
19940926,79.35,149.7,138.63,2781.6,3065.24,5551.44
19940927,79.09,149.39,138.58,2780.77,3075.19,5563.91
19940928,79.08,149.25,138.78,2779.77,3070.8,5588.35
19940929,79.61,149.94,139.53,2799.95,3088.65,5621.08
19940930,79.5,149.97,139.45,2785.68,3086.13,5585.06
19941003,80.24,150.4,140.69,2785.49,3091.24,5592.13
19941004,79.95,149.55,139.87,2786.34,3084.61,5576.28
19941005,78.8,147.77,138.11,2751.09,3043,5486.58
19941006,78.18,146.76,136.99,2731.88,3031.86,5477.35
19941007,78.25,147.15,137.03,2727.1,3026.03,5460.4
19941010,78.67,147.67,137.52,2743.86,3050.68,5490.24
19941011,79.2,148.62,138.42,2766.5,3076.13,5531.13
19941012,79.67,149.79,139.52,2796.5,3112.58,5617.35
19941013,79.82,150.11,139.72,2791.1,3118.19,5611.76
19941014,79.87,150.26,140.04,2803.76,3124.1,5640.28
19941017,79.83,150,139.83,2813.02,3132.91,5650.62
19941018,79.66,150.15,140.3,2817.08,3132.75,5642.55
19941019,79.29,149.88,139.76,2817.39,3126.27,5633.35
19941020,79.7,150.45,140.03,2831.79,3141.21,5675.65
19941021,79.24,149.89,139.53,2811.61,3120.74,5645.59
19941024,79.09,149.26,139.22,2804.44,3107.99,5621.89
19941025,78.69,148.76,138.6,2771.77,3089.14,5587.09
19941026,78.28,148.3,138.05,2771.97,3091.48,5589.37
19941027,78.53,148.34,138.07,2773.92,3102.57,5607.08
19941028,79.03,149.06,138.88,2796.18,3128.5,5638.21
19941031,79.9,149.92,140.32,2846.43,3184.7,5722.84
19941101,79.86,150.39,140.66,2841.57,3173.68,5711.2
19941102,79.28,149.66,139.55,2819.13,3139.59,5675.15
19941103,79.52,150,139.46,2812.14,3136,5653.87
19941104,79.65,150.34,139.7,2821.76,3143.42,5667.96
19941107,79.43,149.75,139,2793.67,3108.08,5610.73
19941108,78.98,149.12,138.59,2785.54,3112.47,5612.94
19941109,79.1,149.42,139,2793.35,3126.57,5648.98
19941110,78.84,149.24,138.93,2786.84,3118.92,5653.34
19941111,78.34,148.98,138.45,2787.6,3105.19,5644.92
19941114,78.06,148.4,138.29,2778.13,3090.41,5623.94
19941115,78.16,148.87,138.82,2797.57,3103.85,5673.84
19941116,78.3,149.06,138.92,2795.73,3105.27,5659.66
19941117,78.3,148.96,138.93,2802.83,3106.17,5661.08
19941118,77.96,148.5,138.35,2790.91,3092.02,5635.42
19941121,77.77,147.86,137.9,2775.4,3079.16,5610.63
19941122,77.23,146.85,137.03,2750.44,3057.96,5572.59
19941123,75.8,144.4,134.63,2694.65,3006.63,5459.78
19941125,75.22,143.37,133.4,2692.57,3002.69,5462.25
19941128,75.87,144.01,134.12,2709.92,3023.43,5491.06
19941129,75.76,144.33,134.43,2724.17,3037.07,5509.18
19941130,75.98,145.07,134.67,2734.15,3043.26,5522.1
19941201,76.36,145.41,135.38,2727.91,3037.61,5504.79
19941202,75.58,144.14,133.98,2701.77,3003.34,5449.46
19941205,75.88,144.59,134.38,2718.2,3031,5489.89
19941206,75.84,144.77,134.37,2727.96,3032.2,5493.11
19941207,75.46,144.29,133.94,2725.54,3029.46,5497.37
19941208,74.89,143.25,132.78,2716.67,3022.66,5462.6
19941209,73.5,141.09,130.43,2679.17,2982.85,5388.64
19941212,73.15,140.42,130.03,2674.79,2995.79,5401.12
19941213,72.97,140.77,129.9,2688.46,3010.87,5425.93
19941214,72.89,140.97,130.13,2690.81,3015.82,5444.47
19941215,73.37,142.05,130.97,2721.17,3044.47,5505.92
19941216,74.18,143.3,132.11,2749.9,3054.8,5509.27
19941219,74.19,143.3,132.03,2767.32,3072.4,5540.65
19941220,73.92,143.09,131.74,2764.01,3065.74,5529.54
19941221,73.97,143.42,131.89,2764.68,3064.86,5521.13
19941222,74.84,144.92,132.95,2779.68,3080.47,5557.13
19941223,75.01,144.99,133.31,2770.77,3084.19,5548.52
19941227,75.36,145.66,134.05,2778.73,3081.14,5563.86
19941228,75.58,146.54,134.88,2791.87,3098.21,5588.19
19941229,75.29,146.09,134.52,2784.16,3082.22,5568.85
19941230,75.47,147.06,135.44,2786.02,3099.59,5579.46
19950103,76.43,148.68,137.14,2800.27,3090.37,5553.52
19950104,75.91,147.09,135.6,2804.35,3085.74,5544.94
19950105,76.08,147.04,135.94,2799.96,3099.86,5565.83
19950106,76.18,147.13,135.86,2800.99,3099.57,5559.83
19950109,76.36,147.63,136.2,2813.32,3111.04,5561.36
19950110,76.59,147.75,136.33,2824.89,3113.09,5560.19
19950111,76.84,148.23,136.62,2841.55,3122.13,5565.59
19950112,76.72,147.61,136.64,2842.84,3121.33,5563.27
19950113,76.95,147.75,136.77,2851.45,3127.51,5555.33
19950116,77.47,148.56,137.25,2875.7,3150.51,5612.08
19950117,77.71,149.47,138,2911.64,3172.92,5660.21
19950118,78.01,150.27,138.88,2911.24,3184.82,5666.21
19950119,77.95,149.97,138.72,2909.61,3190.87,5647.98
19950120,77.5,149.27,138.09,2887.43,3172.51,5619.01
19950123,77.28,148.66,137.81,2865.83,3159.27,5590.27
19950124,76.79,147.9,137.08,2860.8,3153.42,5610.66
19950125,77.18,148.06,137.6,2866.45,3160.13,5616.24
19950126,77.08,148.09,137.64,2874.39,3161.22,5635.41
19950127,76.89,147.74,137.41,2875.78,3159.11,5645.64
19950130,76.93,147.91,136.09,2881.21,3158.72,5690.86
19950131,76.26,146.85,135.37,2865.5,3143.25,5674.31
19950201,76.47,147.03,136.01,2882.86,3147.87,5702.3
19950202,76.79,147.45,136,2893.84,3158.5,5702.58
19950203,77.11,148.26,136.58,2895.46,3174.56,5730.38
19950206,77.75,149.4,137.62,2945.37,3214.88,5801.17
19950207,78.18,150.38,138.47,2952.94,3228.35,5844.75
19950208,78.28,150.55,138.6,2956.84,3227.86,5835.3
19950209,78.73,150.86,139.37,2968.46,3227.89,5842.92
19950210,79.02,151.18,139.78,2964.24,3225.88,5831.1
19950213,79.33,151.7,140.4,2951.78,3228.72,5854.13
19950214,79.37,151.32,140.55,2945.73,3233.38,5851.85
19950215,79.28,151.48,140.22,2947.29,3237.72,5859.85
19950216,79.73,152.72,141.56,2966.49,3264.6,5875.05
19950217,79.38,152.1,140.71,2962.8,3271.22,5875.56
19950221,78.99,151.5,140.26,2957.46,3256.33,5832.75
19950222,78.81,151.16,139.75,2957.96,3256.29,5833.87
19950223,78.84,151.19,139.93,2959.99,3270.59,5865.91
19950224,79.06,151.82,140.73,2975.66,3277.93,5899.79
19950227,79.17,152.33,140.36,2979.85,3284.22,5915.23
19950228,78.39,151.36,139.2,2958.79,3257.14,5866.22
19950301,79.13,152.74,140.24,2970.99,3288.94,5917.47
19950302,79.08,152.49,139.93,2958.02,3276.84,5903.58
19950303,79.09,152.51,140.17,2956.85,3266.4,5911.12
19950306,79.5,152.64,140.5,2959.74,3272.55,5915.76
19950307,79.31,151.99,139.95,2946.17,3269.5,5915.02
19950308,78.66,151.14,139.26,2914.56,3246.89,5871.47
19950309,78.97,151.61,139.37,2924.15,3255.49,5881.26
19950310,78.98,151.56,139.32,2925.57,3256.3,5882.69
19950313,79.46,152.19,140.1,2957.04,3293.45,5961.99
19950314,79.57,152.26,139.9,2968.58,3294.86,5966.04
19950315,79.93,152.68,140.67,2974.59,3305.17,6026.36
19950316,79.88,152.82,140.6,2963.45,3296.41,6022.32
19950317,80.26,153.19,140.9,2976.73,3321.47,6056.17
19950320,80.12,152.81,140.69,2972.54,3316.85,6059.23
19950321,80.29,153.22,140.98,2973.92,3314.1,6073.34
19950322,80.02,152.93,140.63,2965.54,3311.89,6055.87
19950323,80.1,152.6,140.75,2972.83,3315.53,6058.3
19950324,80.26,153.13,141.1,2980.3,3317.55,6061.63
19950327,80.74,153.83,141.78,3012.25,3349.49,6122.97
19950328,81.22,154.34,142.46,3039.3,3361.8,6151.83
19950329,81.36,154.55,143.2,3037.64,3362.45,6167.31
19950330,81.26,154.52,142.92,3036.85,3366.01,6149
19950331,81.5,154.62,143.18,3044,3369.73,6131.22
19950403,81.7,155.14,143.55,3034.64,3368.75,6098.24
19950404,81.59,155.4,143.58,3022.97,3367.6,6123.21
19950405,81.61,155.55,143.51,3041.5,3385.64,6157
19950406,81.69,155.83,143.84,3048.6,3391.6,6158.14
19950407,81.85,155.84,143.58,3047.59,3388.8,6171.14
19950410,81.59,155.21,143.06,3043.96,3388.38,6174.36
19950411,82.01,156.18,143.88,3052.93,3398.06,6186.41
19950412,82.12,156.76,144.41,3045.93,3389.02,6174.89
19950413,82.39,157.02,144.57,3048.72,3399.09,6201.28
19950417,82.95,157.61,144.97,3058.2,3406.4,6227.19
19950418,82.91,157.54,144.88,3037.5,3383.79,6196.56
19950419,82.6,156.91,144.53,3018.14,3377.24,6179.04
19950420,81.95,155.73,143.42,3020.89,3372.89,6162.71
19950421,82.16,155.89,143.71,3029.16,3390.74,6158.75
19950424,82.5,156.71,144.22,3043.98,3409.26,6201.8
19950425,82.96,157.17,144.95,3063.85,3431.51,6268.75
19950426,83.14,157.32,144.92,3058.21,3427.87,6263.77
19950427,83.67,157.83,145.38,3061.53,3430.41,6270.86
19950428,83.93,158.4,145.82,3071.26,3440.59,6276.34
19950501,84.19,158.96,146.13,3077.21,3437.18,6325.68
19950502,84.22,158.95,145.93,3075.03,3438.64,6311.7
